ADMIN_UNIT_COID,ADDRESS_CITY,ADD_REGION_CODE
CI 0005 00383             ,,  
CI 0005 00368             ,,  
CI 0005 00369             ,,  
CI 0005 00371             ,,  
CI 0005 00387             ,,  
CI 0005 00388             ,,  
CI 0005 00389             ,,  
CI 0005 00391             ,,  
CI 0005 00385             ,,  
CI 0005 00412             ,,  
CI 0005 00413             ,,  
CI 0005 00420             ,,  
CI 0005 00421             ,,  
CI 0005 00392             ,,  
CI 0005 00394             ,,  
CI 0005 00399             ,,  
CI 0005 00401             ,,  
CI 0005 00438             ,,  
CI 0005 00441             ,,  
CI 0005 00448             ,,  
CI 0005 00450             ,,  
CI 0005 00451             ,,  
CI 0005 00428             ,,  
CI 0005 00433             ,,  
CI 0005 00457             ,,  
CI 0005 00458             ,,  
CI 0005 00460             ,,  
CI 0005 00461             ,,  
CI 0005 00462             ,,  
CI 0005 00463             ,,  
CI 0005 00465             ,,  
CI 0005 00468             ,,  
CI 0005 00470             ,,  
CI 0005 00471             ,,  
CI 0005 00473             ,,  
CI 0005 00475             ,,  
CI 0005 00467             ,,  
CI 0005 00480             ,,  
CI 0005 00481             ,,  
CI 0005 00485             ,,  
CI 0005 00488             ,,  
CI 0005 00477             ,,  
CI 0005 00478             ,,  
CI 0005 00479             ,,  
CI 0005 00495             ,,  
CI 0005 00498             ,,  
CI 0005 00499             ,,  
CI 0005 00506             ,,  
CI 0005 00489             ,,  
CI 0005 00491             ,,  
CI 0005 00492             ,,  
CI 0005 00520             ,,  
CI 0005 00513             ,,  
CI 0005 00538             ,,  
CI 0005 00539             ,,  
CI 0005 00540             ,,  
CI 0005 00543             ,,  
CI 0005 00547             ,,  
CI 0005 00548             ,,  
CI 0005 00528             ,,  
CI 0005 00530             ,,  
CI 0005 00551             ,,  
CI 0005 00552             ,,  
CI 0005 00557             ,,  
CI 0005 00550             ,,  
CI 0005 00567             ,,  
CI 0005 00568             ,,  
CI 0005 00570             ,,  
CI 0005 00573             ,,  
CI 0005 00575             ,,  
CI 0005 00559             ,,  
CI 0005 00560             ,,  
CI 0005 00565             ,,  
CI 0005 00581             ,,  
CI 0005 00583             ,,  
CI 0005 00586             ,,  
CI 0005 00587             ,,  
CI 0005 00588             ,,  
CI 0005 00589             ,,  
CI 0005 00577             ,,  
CI 0005 00578             ,,  
CI 0005 00596             ,,  
CI 0005 00598             ,,  
CI 0005 00601             ,,  
CI 0005 00638             ,,  
CI 0005 00640             ,,  
CI 0005 00592             ,,  
CI 0005 00619             ,,  
CI 0005 00620             ,,  
CI 0005 00643             ,,  
CI 0005 00649             ,,  
CI 0005 00651             ,,  
CI 0005 00628             ,,  
CI 0005 00652             ,,  
CI 0005 00657             ,,  
CI 0005 00658             ,,  
CI 0005 00673             ,,  
CI 0005 00677             ,,  
CI 0005 00678             ,,  
CI 0005 00679             ,,  
CI 0005 00680             ,,  
CI 0005 00660             ,,  
CI 0005 00662             ,,  
CI 0005 00663             ,,  
CI 0005 00667             ,,  
CI 0005 00691             ,,  
CI 0005 00696             ,,  
CI 0005 00698             ,,  
CI 0005 00699             ,,  
CI 0005 00703             ,,  
CI 0005 00688             ,,  
CI 0005 00738             ,,  
CI 0005 00706             ,,  
CI 0005 00713             ,,  
CI 0005 00720             ,,  
CI 0005 00739             ,,  
CI 0005 00740             ,,  
CI 0005 00741             ,,  
CI 0005 00747             ,,  
CI 0005 00763             ,,  
CI 0005 00767             ,,  
CI 0005 00768             ,,  
CI 0005 00723             ,,  
CI 0005 00748             ,,  
CI 0005 00749             ,,  
CI 0005 00750             ,,  
CI 0005 00757             ,,  
CI 0005 00758             ,,  
CI 0005 00771             ,,  
CI 0005 00772             ,,  
CI 0005 00777             ,,  
CI 0005 00778             ,,  
CI 0005 00781             ,,  
CI 0005 00783             ,,  
CI 0005 00760             ,,  
CI 0005 00806             ,,  
CI 0005 00788             ,,  
CI 0005 00789             ,,  
CI 0005 00792             ,,  
CI 0005 00794             ,,  
CI 0005 00798             ,,  
CI 0005 00799             ,,  
CI 0005 00803             ,,  
CI 0005 00830             ,,  
CI 0005 00838             ,,  
CI 0005 00839             ,,  
CI 0005 00840             ,,  
CI 0005 00842             ,,  
CI 0005 00849             ,,  
CI 0005 00850             ,,  
CI 0005 00823             ,,  
CI 0005 00867             ,,  
CI 0005 00863             ,,  
CI 0005 00888             ,,  
CI 0005 00889             ,,  
CI 0005 00891             ,,  
CI 0005 00871             ,,  
CI 0005 00877             ,,  
CI 0005 00881             ,,  
CI 0005 00886             ,,  
CI 0005 00910             ,,  
CI 0005 00920             ,,  
CI 0005 00922             ,,  
CI 0005 00928             ,,  
CI 0005 00939             ,,  
CI 0005 00940             ,,  
CI 0005 00944             ,,  
CI 0005 00947             ,,  
CI 0005 00948             ,,  
CI 0005 00949             ,,  
CI 0005 00938             ,,  
CI 0005 00963             ,,  
CI 0005 00970             ,,  
CI 0005 00971             ,,  
CI 0005 00972             ,,  
CI 0005 00981             ,,  
CI 0005 00986             ,,  
CI 0005 00987             ,,  
CI 0005 00989             ,,  
CI 0005 00991             ,,  
CI 0005 00992             ,,  
CI 0005 00994             ,,  
CI 0005 00998             ,,  
CI 0005 00951             ,,  
CI 0005 01006             ,,  
CI 0005 01021             ,,  
CI 0005 01028             ,,  
CI 0005 01013             ,,  
CI 0005 01038             ,,  
CI 0005 01039             ,,  
CI 0005 01030             ,,  
CI 0005 01031             ,,  
CI 0005 01060             ,,  
CI 0005 01061             ,,  
CI 0005 01067             ,,  
CI 0005 01048             ,,  
CI 0005 01049             ,,  
CI 0005 01050             ,,  
CI 0005 01051             ,,  
CI 0005 01079             ,,  
CI 0005 01081             ,,  
CI 0005 01069             ,,  
CI 0005 01077             ,,  
CI 0005 01095             ,,  
CI 0005 01097             ,,  
CI 0005 01106             ,,  
CI 0005 01086             ,,  
CI 0005 01087             ,,  
CI 0005 01089             ,,  
CI 0005 01138             ,,  
CI 0005 01139             ,,  
CI 0005 01140             ,,  
CI 0005 01151             ,,  
CI 0005 01152             ,,  
CI 0005 01158             ,,  
CI 0005 01121             ,,  
CI 0005 01179             ,,  
CI 0005 01180             ,,  
CI 0005 01181             ,,  
CI 0005 01163             ,,  
CI 0005 012102            ,,  
CI 0005 012103            ,,  
CI 0005 012104            ,,  
CI 0005 012105            ,,  
CI 0005 01220             ,,  
CI 0005 012101            ,,  
CI 0005 01241             ,,  
CI 0005 01242             ,,  
CI 0005 01251             ,,  
CI 0005 01252             ,,  
CI 0005 01272             ,,  
CI 0005 01280             ,,  
CI 0005 01281             ,,  
CI 0005 01231             ,,  
CI 0005 01240             ,,  
CI 0005 01301             ,,  
CI 0005 01292             ,,  
CI 0005 01340             ,,  
CI 0005 01341             ,,  
CI 0005 01380             ,,  
CI 0005 01320             ,,  
CI 0005 01321             ,,  
CI 0005 01402             ,,  
CI 0005 01381             ,,  
CI 0005 01401             ,,  
CI 0005 01419             ,,  
CI 0005 01420             ,,  
CI 0005 01431             ,,  
CI 0005 01542             ,,  
CI 0005 01480             ,,  
CI 0005 01720             ,,  
CI 0005 01612             ,,  
CI 0005 01642             ,,  
CI 0005 01651             ,,  
CI 0005 01661             ,,  
CI 0005 01742             ,,  
CI 0005 01752             ,,  
CI 0005 01792             ,,  
CI 0005 01800             ,,  
CI 0005 01812             ,,  
CI 0005 01820             ,,  
CI 0005 01899             ,,  
CI 0005 01900             ,,  
CI 0005 01671             ,,  
CI 0005 01840             ,,  
CI 0005 01842             ,,  
CI 0005 01872             ,,  
CI 0005 01881             ,,  
CI 0005 01882             ,,  
CI 0005 01892             ,,  
CI 0005 01939             ,,  
CI 0005 01940             ,,  
CI 0005 01950             ,,  
CI 0005 01952             ,,  
CI 0005 01961             ,,  
CI 0005 01962             ,,  
CI 0005 01972             ,,  
CI 0005 01979             ,,  
CI 0005 01981             ,,  
CI 0005 01982             ,,  
CI 0005 01990             ,,  
CI 0005 01912             ,,  
CI 0005 01920             ,,  
CI 0005 01930             ,,  
CI 0005 01992             ,,  
CI 0005 02009             ,,  
CI 0005 020101            ,,  
CI 0005 020102            ,,  
CI 0005 020103            ,,  
CI 0005 020104            ,,  
CI 0005 020105            ,,  
CI 0005 020106            ,,  
CI 0005 020107            ,,  
CI 0005 020108            ,,  
CI 0005 020109            ,,  
CI 0005 020112            ,,  
CI 0005 02020             ,,  
CI 0005 02021             ,,  
CI 0005 020110            ,,  
CI 0005 020111            ,,  
CI 0005 02040             ,,  
CI 0005 02049             ,,  
CI 0005 02050             ,,  
CI 0005 02051             ,,  
CI 0005 02058             ,,  
CI 0005 02060             ,,  
CI 0005 02061             ,,  
CI 0005 02092             ,,  
CI 0005 02097             ,,  
CI 0005 02100             ,,  
CI 0005 02038             ,,  
CI 0005 02069             ,,  
CI 0005 02072             ,,  
CI 0005 02078             ,,  
CI 0005 02079             ,,  
CI 0005 02080             ,,  
CI 0005 02081             ,,  
CI 0005 02181             ,,  
CI 0005 02132             ,,  
CI 0005 02159             ,,  
CI 0005 02281             ,,  
CI 0005 02482             ,,  
CI 0005 02552             ,,  
CI 0005 02620             ,,  
CI 0005 02452             ,,  
CI 0005 02622             ,,  
CI 0005 02632             ,,  
CI 0005 02692             ,,  
CI 0005 02712             ,,  
CI 0005 02752             ,,  
CI 0005 02772             ,,  
CI 0005 02782             ,,  
CI 0005 02820             ,,  
CI 0005 02799             ,,  
CI 0005 02882             ,,  
CI 0005 02920             ,,  
CI 0005 02852             ,,  
CI 0005 02960             ,,  
CI 0005 02972             ,,  
CI 0005 02981             ,,  
CI 0005 02992             ,,  
CI 0005 030106            ,,  
CI 0005 030000            ,,  
CI 0005 030107            ,,  
CI 0005 030108            ,,  
CI 0005 03011             ,,  
CI 0005 03021             ,,  
CI 0005 030211            ,,  
CI 0005 030212            ,,  
CI 0005 030101            ,,  
CI 0005 030102            ,,  
CI 0005 030103            ,,  
CI 0005 030104            ,,  
CI 0005 030105            ,,  
CI 0005 030214            ,,  
CI 0005 030215            ,,  
CI 0005 030216            ,,  
CI 0005 030217            ,,  
CI 0005 030301            ,,  
CI 0005 030302            ,,  
CI 0005 030213            ,,  
CI 0005 030304            ,,  
CI 0005 030305            ,,  
CI 0005 030306            ,,  
CI 0005 030307            ,,  
CI 0005 030308            ,,  
CI 0005 030303            ,,  
CI 0005 030402            ,,  
CI 0005 030403            ,,  
CI 0005 030404            ,,  
CI 0005 030405            ,,  
CI 0005 030406            ,,  
CI 0005 030407            ,,  
CI 0005 03040             ,,  
CI 0005 030401            ,,  
CI 0005 030411            ,,  
CI 0005 030413            ,,  
CI 0005 030414            ,,  
CI 0005 030415            ,,  
CI 0005 030416            ,,  
CI 0005 030408            ,,  
CI 0005 030409            ,,  
CI 0005 03041             ,,  
CI 0005 030410            ,,  
CI 0005 03050             ,,  
CI 0005 030501            ,,  
CI 0005 03051             ,,  
CI 0005 030417            ,,  
CI 0005 030418            ,,  
CI 0005 030419            ,,  
CI 0005 03049             ,,  
CI 0005 03080             ,,  
CI 0005 03081             ,,  
CI 0005 03082             ,,  
CI 0005 03090             ,,  
CI 0005 03091             ,,  
CI 0005 03120             ,,  
CI 0005 03060             ,,  
CI 0005 03061             ,,  
CI 0005 03070             ,,  
CI 0005 03071             ,,  
CI 0005 03072             ,,  
CI 0005 03182             ,,  
CI 0005 03322             ,,  
CI 0005 03372             ,,  
CI 0005 03382             ,,  
CI 0005 03242             ,,  
CI 0005 03252             ,,  
CI 0005 03282             ,,  
CI 0005 03620             ,,  
CI 0005 03632             ,,  
CI 0005 03642             ,,  
CI 0005 03442             ,,  
CI 0005 03582             ,,  
CI 0005 03712             ,,  
CI 0005 03720             ,,  
CI 0005 03732             ,,  
CI 0005 03769             ,,  
CI 0005 03812             ,,  
CI 0005 03820             ,,  
CI 0005 03842             ,,  
CI 0005 03852             ,,  
CI 0005 03920             ,,  
CI 0005 03921             ,,  
CI 0005 03652             ,,  
CI 0005 03682             ,,  
CI 0005 03872             ,,  
CI 0005 03912             ,,  
CI 0005 03972             ,,  
CI 0005 03940             ,,  
CI 0005 03942             ,,  
CI 0005 040101            ,,  
CI 0005 040102            ,,  
CI 0005 040103            ,,  
CI 0005 040104            ,,  
CI 0005 040105            ,,  
CI 0005 03980             ,,  
CI 0005 03981             ,,  
CI 0005 03982             ,,  
CI 0005 03999             ,,  
CI 0005 040106            ,,  
CI 0005 040107            ,,  
CI 0005 040108            ,,  
CI 0005 040109            ,,  
CI 0005 04012             ,,  
CI 0005 04021             ,,  
CI 0005 04049             ,,  
CI 0005 04050             ,,  
CI 0005 04051             ,,  
CI 0005 04052             ,,  
CI 0005 04060             ,,  
CI 0005 04062             ,,  
CI 0005 04069             ,,  
CI 0005 04071             ,,  
CI 0005 04079             ,,  
CI 0005 04081             ,,  
CI 0005 04089             ,,  
CI 0005 04031             ,,  
CI 0005 04039             ,,  
CI 0005 04201             ,,  
CI 0005 042591            ,,  
CI 0005 04272             ,,  
CI 0005 04292             ,,  
CI 0005 04322             ,,  
CI 0005 04342             ,,  
CI 0005 04482             ,,  
CI 0005 04122             ,,  
CI 0005 04192             ,,  
CI 0005 04532             ,,  
CI 0005 04652             ,,  
CI 0005 04712             ,,  
CI 0005 04732             ,,  
CI 0005 04782             ,,  
CI 0005 04792             ,,  
CI 0005 04820             ,,  
CI 0005 04852             ,,  
CI 0005 04892             ,,  
CI 0005 04552             ,,  
CI 0005 04572             ,,  
CI 0005 04642             ,,  
CI 0005 04939             ,,  
CI 0005 04900             ,,  
CI 0005 04910             ,,  
CI 0005 04932             ,,  
CI 0005 04942             ,,  
CI 0005 04969             ,,  
CI 0005 04980             ,,  
CI 0005 05019             ,,  
CI 0005 05020             ,,  
CI 0005 05021             ,,  
CI 0005 05039             ,,  
CI 0005 05049             ,,  
CI 0005 05051             ,,  
CI 0005 05060             ,,  
CI 0005 05061             ,,  
CI 0005 05031             ,,  
CI 0005 05072             ,,  
CI 0005 05079             ,,  
CI 0005 05089             ,,  
CI 0005 05091             ,,  
CI 0005 05092             ,,  
CI 0005 05172             ,,  
CI 0005 05242             ,,  
CI 0005 05252             ,,  
CI 0005 05070             ,,  
CI 0005 05071             ,,  
CI 0005 05422             ,,  
CI 0005 05472             ,,  
CI 0005 05282             ,,  
CI 0005 05322             ,,  
CI 0005 05642             ,,  
CI 0005 05522             ,,  
CI 0005 05572             ,,  
CI 0005 05582             ,,  
CI 0005 05752             ,,  
CI 0005 05772             ,,  
CI 0005 05782             ,,  
CI 0005 05842             ,,  
CI 0005 05852             ,,  
CI 0005 05912             ,,  
CI 0005 05920             ,,  
CI 0005 05930             ,,  
CI 0005 05932             ,,  
CI 0005 05700             ,,  
CI 0005 05712             ,,  
CI 0005 05972             ,,  
CI 0005 05979             ,,  
CI 0005 05980             ,,  
CI 0005 06009             ,,  
CI 0005 060101            ,,  
CI 0005 060102            ,,  
CI 0005 060103            ,,  
CI 0005 060104            ,,  
CI 0005 060105            ,,  
CI 0005 060106            ,,  
CI 0005 060107            ,,  
CI 0005 05939             ,,  
CI 0005 060108            ,,  
CI 0005 060109            ,,  
CI 0005 06011             ,,  
CI 0005 060110            ,,  
CI 0005 060111            ,,  
CI 0005 06059             ,,  
CI 0005 06060             ,,  
CI 0005 06062             ,,  
CI 0005 06042             ,,  
CI 0005 06050             ,,  
CI 0005 06051             ,,  
CI 0005 06132             ,,  
CI 0005 06071             ,,  
CI 0005 06079             ,,  
CI 0005 06081             ,,  
CI 0005 06090             ,,  
CI 0005 06092             ,,  
CI 0005 06372             ,,  
CI 0005 06242             ,,  
CI 0005 06252             ,,  
CI 0005 06282             ,,  
CI 0005 06312             ,,  
CI 0005 06622             ,,  
CI 0005 06432             ,,  
CI 0005 06442             ,,  
CI 0005 06482             ,,  
CI 0005 06502             ,,  
CI 0005 06772             ,,  
CI 0005 06812             ,,  
CI 0005 06852             ,,  
CI 0005 06872             ,,  
CI 0005 06912             ,,  
CI 0005 06920             ,,  
CI 0005 06939             ,,  
CI 0005 06940             ,,  
CI 0005 06950             ,,  
CI 0005 06952             ,,  
CI 0005 06972             ,,  
CI 0005 06982             ,,  
CI 0005 070101            ,,  
CI 0005 070102            ,,  
CI 0005 06652             ,,  
CI 0005 06672             ,,  
CI 0005 070111            ,,  
CI 0005 070112            ,,  
CI 0005 07012             ,,  
CI 0005 07020             ,,  
CI 0005 070103            ,,  
CI 0005 070104            ,,  
CI 0005 070105            ,,  
CI 0005 070106            ,,  
CI 0005 070107            ,,  
CI 0005 070108            ,,  
CI 0005 070109            ,,  
CI 0005 070110            ,,  
CI 0005 07040             ,,  
CI 0005 07042             ,,  
CI 0005 07049             ,,  
CI 0005 07080             ,,  
CI 0005 07081             ,,  
CI 0005 07052             ,,  
CI 0005 07070             ,,  
CI 0005 07071             ,,  
CI 0005 07089             ,,  
CI 0005 07091             ,,  
CI 0005 07092             ,,  
CI 0005 07099             ,,  
CI 0005 07072             ,,  
CI 0005 07079             ,,  
CI 0005 07412             ,,  
CI 0005 07422             ,,  
CI 0005 07472             ,,  
CI 0005 07642             ,,  
CI 0005 07552             ,,  
CI 0005 07572             ,,  
CI 0005 07712             ,,  
CI 0005 07742             ,,  
CI 0005 07752             ,,  
CI 0005 07782             ,,  
CI 0005 07666             ,,  
CI 0005 07672             ,,  
CI 0005 07820             ,,  
CI 0005 07822             ,,  
CI 0005 07842             ,,  
CI 0005 07872             ,,  
CI 0005 07892             ,,  
CI 0005 07972             ,,  
CI 0005 07979             ,,  
CI 0005 07982             ,,  
CI 0005 08000             ,,  
CI 0005 08049             ,,  
CI 0005 08050             ,,  
CI 0005 08051             ,,  
CI 0005 08052             ,,  
CI 0005 08061             ,,  
CI 0005 08011             ,,  
CI 0005 08020             ,,  
CI 0005 08030             ,,  
CI 0005 08121             ,,  
CI 0005 08080             ,,  
CI 0005 08081             ,,  
CI 0005 08089             ,,  
CI 0005 08092             ,,  
CI 0005 08192             ,,  
CI 0005 08242             ,,  
CI 0005 08442             ,,  
CI 0005 08492             ,,  
CI 0005 08522             ,,  
CI 0005 08542             ,,  
CI 0005 08342             ,,  
CI 0005 08752             ,,  
CI 0005 08772             ,,  
CI 0005 08782             ,,  
CI 0005 08792             ,,  
CI 0005 08632             ,,  
CI 0005 08820             ,,  
CI 0005 08940             ,,  
CI 0005 08942             ,,  
CI 0005 08952             ,,  
CI 0005 08972             ,,  
CI 0005 08892             ,,  
CI 0005 08910             ,,  
CI 0005 08920             ,,  
CI 0005 09039             ,,  
CI 0005 09040             ,,  
CI 0005 09042             ,,  
CI 0005 09052             ,,  
CI 0005 09060             ,,  
CI 0005 09062             ,,  
CI 0005 08982             ,,  
CI 0005 08992             ,,  
CI 0005 09010             ,,  
CI 0005 09072             ,,  
CI 0005 09079             ,,  
CI 0005 09242             ,,  
CI 0005 09089             ,,  
CI 0005 09092             ,,  
CI 0005 09162             ,,  
CI 0005 09422             ,,  
CI 0005 09482             ,,  
CI 0005 09522             ,,  
CI 0005 09772             ,,  
CI 0005 09652             ,,  
CI 0005 09672             ,,  
CI 0005 09692             ,,  
CI 0005 09812             ,,  
CI 0005 09842             ,,  
CI 0005 09852             ,,  
CI 0005 09932             ,,  
CI 0005 09942             ,,  
CI 0005 09972             ,,  
CI 0005 09992             ,,  
CI 0005 11                ,,  
CI 0005 21                ,,  
CI 0005 30                ,,  
CI 0005 31                ,,  
CI 0005 32                ,,  
CI 0005 33                ,,  
CI 0005 34                ,,  
CI 0005 35                ,,  
CI 0005 36                ,,  
CI 0005 37                ,,  
CI 0005 41                ,,  
CI 0005 61                ,,  
CI 0005 71                ,,  
CI 0005 77030             ,,  
CI 0005 80427             ,,  
CI 0005 90142             ,,  
CI 0005 90242             ,,  
CI 0005 33503             ,,  
CI 0005 90642             ,,  
CI 0005 90742             ,,  
CI 0005 999999            ,,  
CI 0005 CIBC              ,,  
CI 0005 FTI               ,,  
CI 0005 07172             ,,  
CI 0005 32267             ,,  
CI 0005 32277             ,,  
CI 0005 85366             ,,  
